2,15341,17432,152811
2,15341,22469,56760
6,32420,32423,32424
6,32420,32423,32425
6,32420,32423,72254
6,32420,32423,139323
6,32420,32423,172755
6,32420,32424,32425
6,32420,32424,72254
6,32420,32424,139323
6,32420,32424,172755
6,32423,32424,32425
6,32423,32424,72254
6,32423,32424,139323
6,32423,32424,172755
19,11959,15911,101752
19,11959,15911,160133
19,11959,101752,160133
19,15911,101752,160133
20,2572,11131,11132
26,28,2494,59730
37,38,16609,19630
37,38,16609,34955
37,38,16609,34957
37,38,16609,99990
37,38,19630,34955
37,38,19630,34957
37,38,19630,99990
37,16609,19630,34955
37,16609,19630,34957
37,16609,19630,99990
38,519,3417,6589
38,519,3417,8074
38,519,3417,19630
38,519,3417,44522
38,519,3417,104110
38,519,6589,8074
38,519,6589,19630
38,519,6589,44522
38,519,6589,87051
38,519,6589,104110
38,519,8074,19630
38,519,8074,44522
38,519,8074,104110
38,519,19630,44522
38,519,19630,104110
38,519,44522,104110
38,3417,6589,8074
38,3417,6589,19630
38,3417,6589,44522
38,3417,6589,104110
38,3417,8074,19630
38,3417,8074,44522
38,3417,8074,104110
38,3417,19630,44522
38,3417,19630,104110
38,3417,44522,104110
38,6589,8074,19630
38,6589,8074,44522
38,6589,8074,104110
38,6589,16609,19630
38,6589,16609,34957
38,6589,19630,34957
38,6589,19630,44522
38,6589,19630,104110
38,6589,44522,104110
38,8074,19630,44522
38,8074,19630,104110
38,8074,44522,104110
38,16609,19630,34955
38,16609,19630,34957
38,16609,19630,99990
38,16609,34955,34957
38,16609,34957,99990
38,19630,34955,34957
38,19630,34957,99990
38,19630,44522,104110
46,24166,35077,76969
51,2823,122770,175615
66,843,66866,81933
66,843,66866,81934
66,843,81933,81934
66,66866,81933,81934
69,1535,23472,33633
69,1535,23472,65971
69,1535,23472,71730
69,1535,33633,65971
69,1535,33633,71730
69,1535,65971,71730
69,23472,33633,65971
69,23472,33633,71730
69,23472,65971,71730
69,33633,65971,71730
73,75,23560,65780
76,7669,22025,44260
76,7669,22025,81264
76,7669,44260,81264
76,22025,44260,81264
77,11152,11153,13303
77,11152,11153,45629
77,11152,11153,68687
77,11152,13303,45629
77,11152,13303,68687
77,11152,45629,68687
77,11153,13303,45629
77,11153,13303,68687
77,11153,45629,68687
77,13303,45629,68687
84,6680,25737,25738
84,6680,25737,25739
84,6680,25737,25740
84,6680,25737,25741
84,6680,25737,25742
84,6680,25738,25739
84,6680,25738,25740
84,6680,25738,25741
84,6680,25738,25742
84,6680,25739,25740
84,6680,25739,25741
84,6680,25739,25742
84,6680,25740,25741
84,6680,25740,25742
84,6680,25741,25742
84,10746,25737,25740
84,10746,25737,25741
84,10746,25740,25741
84,25737,25738,25739
84,25737,25738,25740
84,25737,25738,25741
84,25737,25738,25742
84,25737,25738,57453
84,25737,25739,25740
84,25737,25739,25741
84,25737,25739,25742
84,25737,25739,36133
84,25737,25739,57453
84,25737,25740,25741
84,25737,25740,25742
84,25737,25740,34136
84,25737,25740,36133
84,25737,25740,55775
84,25737,25740,55776
84,25737,25740,57453
84,25737,25740,62446
84,25737,25740,98604
84,25737,25741,25742
84,25737,25741,34136
84,25737,25741,36133
84,25737,25741,55775
84,25737,25741,55776
84,25737,25741,57453
84,25737,25742,36133
84,25737,25742,48958
84,25737,25742,55775
84,25737,25742,55776
84,25737,25742,57453
84,25737,25742,98604
84,25737,34136,55775
84,25737,55776,123970
84,25737,60235,60237
84,25738,25739,25740
84,25738,25739,25741
84,25738,25739,25742
84,25738,25739,57453
84,25738,25740,25741
84,25738,25740,25742
84,25738,25740,57453
84,25738,25741,25742
84,25738,25741,57453
84,25738,25742,57453
84,25739,25740,25741
84,25739,25740,25742
84,25739,25740,36133
84,25739,25740,57453
84,25739,25741,25742
84,25739,25741,36133
84,25739,25741,57453
84,25739,25742,57453
84,25740,25741,25742
84,25740,25741,34136
84,25740,25741,36133
84,25740,25741,55775
84,25740,25741,55776
84,25740,25741,57453
84,25740,25742,36133
84,25740,25742,55775
84,25740,25742,55776
84,25740,25742,57453
84,25740,25742,98604
84,25740,34136,55775
84,25741,25742,36133
84,25741,25742,55775
84,25741,25742,55776
84,25741,25742,57453
84,25741,34136,55775
88,90,45494,62132
88,90,45494,111303
88,90,45494,114411
88,90,62132,111303
88,90,62132,114411
88,90,111303,114411
88,45494,62132,111303
88,45494,62132,114411
88,45494,111303,114411
88,62132,111303,114411
90,45494,62132,111303
90,45494,62132,114411
90,45494,111303,114411
90,62132,111303,114411
127,69244,163767,170663
137,3702,5444,9408
137,4283,5444,10292
137,4283,5444,42124
137,4283,10292,26282
137,4283,10292,42124
137,4283,16619,54213
137,4283,26282,26575
137,4283,26282,52033
137,4283,26575,52033
137,5444,9408,26282
137,5444,10292,26283
137,5444,10292,42124
137,5444,10292,51128
137,5444,10292,52350
137,5444,26283,42124
137,5444,51128,52350
137,10292,22110,26282
137,10292,22110,26575
137,10292,22110,28977
137,10292,22110,54213
137,10292,22110,54214
137,10292,22110,122137
137,10292,26282,26575
137,10292,26282,28977
137,10292,26282,54213
137,10292,26282,54214
137,10292,26282,122137
137,10292,26283,42124
137,10292,26575,28977
137,10292,26575,54213
137,10292,26575,54214
137,10292,26575,122137
137,10292,28977,54213
137,10292,28977,54214
137,10292,28977,122137
137,10292,50041,50042
137,10292,50041,52350
137,10292,50042,52350
137,10292,51128,52350
137,10292,54213,54214
137,10292,54213,122137
137,10292,54214,122137
137,13347,25146,46682
137,13347,25146,46683
137,13347,46682,46683
137,15869,22110,28977
137,22110,26282,26575
137,22110,26282,28977
137,22110,26282,46681
137,22110,26282,54213
