6,32420,32423,32424,32425
6,32420,32423,32424,72254
6,32420,32423,32424,139323
6,32420,32423,32424,172755
19,11959,15911,101752,160133
37,38,16609,19630,34955
37,38,16609,19630,34957
37,38,16609,19630,99990
38,519,3417,6589,8074
38,519,3417,6589,19630
38,519,3417,6589,44522
38,519,3417,6589,104110
38,519,3417,8074,19630
38,519,3417,8074,44522
38,519,3417,8074,104110
38,519,3417,19630,44522
38,519,3417,19630,104110
38,519,3417,44522,104110
38,519,6589,8074,19630
38,519,6589,8074,44522
38,519,6589,8074,104110
38,519,6589,19630,44522
38,519,6589,19630,104110
38,519,6589,44522,104110
38,519,8074,19630,44522
38,519,8074,19630,104110
38,519,8074,44522,104110
38,519,19630,44522,104110
38,3417,6589,8074,19630
38,3417,6589,8074,44522
38,3417,6589,8074,104110
38,3417,6589,19630,44522
38,3417,6589,19630,104110
38,3417,6589,44522,104110
38,3417,8074,19630,44522
38,3417,8074,19630,104110
38,3417,8074,44522,104110
38,3417,19630,44522,104110
38,6589,8074,19630,44522
38,6589,8074,19630,104110
38,6589,8074,44522,104110
38,6589,16609,19630,34957
38,6589,19630,44522,104110
38,8074,19630,44522,104110
38,16609,19630,34955,34957
38,16609,19630,34957,99990
66,843,66866,81933,81934
69,1535,23472,33633,65971
69,1535,23472,33633,71730
69,1535,23472,65971,71730
69,1535,33633,65971,71730
69,23472,33633,65971,71730
76,7669,22025,44260,81264
77,11152,11153,13303,45629
77,11152,11153,13303,68687
77,11152,11153,45629,68687
77,11152,13303,45629,68687
77,11153,13303,45629,68687
84,6680,25737,25738,25739
84,6680,25737,25738,25740
84,6680,25737,25738,25741
84,6680,25737,25738,25742
84,6680,25737,25739,25740
84,6680,25737,25739,25741
84,6680,25737,25739,25742
84,6680,25737,25740,25741
84,6680,25737,25740,25742
84,6680,25737,25741,25742
84,6680,25738,25739,25740
84,6680,25738,25739,25741
84,6680,25738,25739,25742
84,6680,25738,25740,25741
84,6680,25738,25740,25742
84,6680,25738,25741,25742
84,6680,25739,25740,25741
84,6680,25739,25740,25742
84,6680,25739,25741,25742
84,6680,25740,25741,25742
84,10746,25737,25740,25741
84,25737,25738,25739,25740
84,25737,25738,25739,25741
84,25737,25738,25739,25742
84,25737,25738,25739,57453
84,25737,25738,25740,25741
84,25737,25738,25740,25742
84,25737,25738,25740,57453
84,25737,25738,25741,25742
