8,5651
14,15
39,730
42,43
55,56
66,10584
68,226
68,227
78,79
79,895
111,112
111,113
112,113
116,6722
120,2630
128,129
128,130
128,131
128,132
129,130
129,131
129,132
130,131
130,132
131,132
140,141
148,149
154,5772
181,197
181,814
181,2043
181,2859
190,191
191,1714
191,3427
191,3428
191,4493
191,5949
191,6091
191,7025
197,814
197,2043
197,2859
207,208
211,2091
217,1167
217,9971
226,227
233,234
243,4747
249,1731
249,3586
249,3587
249,3588
251,252
253,254
264,5229
264,5800
302,303
302,681
302,682
302,3518
302,11489
303,681
303,682
303,2465
303,3518
313,631
313,6675
316,2413
319,7860
322,323
324,325
324,11558
324,11559
325,11558
325,11559
331,3812
331,3813
331,3814
338,339
338,340
339,340
342,343
343,6951
344,4935
352,401
356,1328
356,1329
384,385
384,2519
385,2519
398,8752
398,8753
399,400
403,404
405,533
405,3807
413,3630
413,4786
413,7282
413,8227
413,10200
413,10201
413,10202
413,10203
413,10204
413,10205
413,10206
413,10207
413,10208
413,10209
420,2356
420,6303
421,1325
424,5252
431,5579
431,5580
441,9226
449,3221
449,4932
454,7582
462,463
462,464
463,464
482,2014
482,4320
482,4321
482,4322
482,4323
487,1878
491,9391
491,10330
508,509
508,510
508,511
509,510
509,511
510,511
554,795
580,5592
584,2482
584,2483
584,6461
586,6295
634,635
638,4041
643,644
655,656
674,5926
674,11588
677,1068
677,2549
677,4517
677,6336
677,8182
681,682
681,3518
682,3518
686,6134
686,8077
697,698
707,1152
707,4843
707,10552
731,11583
734,735
734,736
735,736
743,744
769,10180
771,772
771,9446
772,9446
775,10031
775,10032
777,8448
790,791
794,795
795,4764
795,6023
797,798
797,799
798,799
802,803
814,2043
814,2859
829,830
837,1011
843,1113
847,932
849,1638
849,2230
849,4038
888,889
907,7541
921,922
921,923
921,924
922,923
922,924
923,924
927,928
961,6922
961,9784
961,9785
962,8945
964,965
978,979
982,3427
995,7103
1009,3166
1022,1023
1022,1024
1022,9668
1023,1024
1030,1031
1034,2407
1041,5251
1056,1057
1056,1058
1056,1059
1056,1060
1056,1061
1056,1062
1056,1063
1056,1064
1057,1058
1057,1059
1057,1060
1057,1061
1057,1062
1057,1063
1057,1064
1058,1059
1058,1060
1058,1061
1058,1062
1058,1063
1058,1064
1059,1060
1059,1061
1059,1062
1059,1063
1059,1064
1060,1061
1060,1062
1060,1063
1060,1064
1061,1062
1061,1063
1061,1064
1062,1063
1062,1064
1063,1064
1065,1539
1065,2589
1065,2590
1065,2591
1065,2592
1065,2593
1065,6326
1065,10188
1067,10834
1068,2549
1068,6336
1091,2797
1091,2798
1098,1099
1152,4843
1152,10552
1154,2395
1154,2396
1154,4282
1160,1161
1165,1167
1167,9971
1170,4696
1182,3683
1182,3684
1182,3685
1212,9899
1217,1218
1225,5327
1225,5328
1230,1231
1235,1236
1244,1245
1244,1246
1245,1246
1248,1251
1248,1252
1250,1251
1250,1252
1251,1252
1251,11124
1252,11124
1260,6526
1266,1267
1266,1268
1267,1268
1279,6834
1288,1511
1291,1292
1291,1293
1291,1294
1292,1293
1292,1294
1293,1294
1326,8974
1326,9907
1328,1329
1337,5417
1343,1961
1364,7680
1396,1397
1434,1435
1453,1457
1453,4209
1454,1456
1454,1457
1456,1457
1456,1458
1457,1458
1457,9178
1460,1461
1460,1462
1460,7668
1461,1462
1461,7668
1461,9292
1461,9293
1462,7668
1478,1479
1487,5802
1494,1495
1519,3469
1539,2589
1539,2590
1539,2591
1539,2592
1539,2593
1539,2731
1539,6269
1539,7794
1539,9084
1566,6414
1566,6415
1566,8137
1572,2250
1572,6216
1572,11247
1577,1578
1579,11536
1589,3619
1589,6531
1589,6532
1602,1603
1615,6848
1620,8780
1620,11186
1646,1647
1648,6737
1652,4386
1652,4387
1652,4389
1654,1655
1655,1763
1670,3800
1671,4878
1694,3792
1701,1702
1701,1703
1702,1703
1714,3427
1714,4493
1715,3864
1722,5001
1722,6880
1726,1727
1726,1728
1727,1728
1731,3586
1731,3587
1731,3588
1742,1743
1757,3616
1760,1761
1814,1815
1814,1816
1815,1816
1830,4375
1830,4669
1857,1858
1879,10245
1890,4706
1894,4350
1915,7972
1935,1936
1935,1937
1936,1937
1947,5694
1951,6398
1963,1964
1963,4683
1964,4683
1966,1967
1966,1968
1966,1969
1967,1968
1967,1969
1968,1969
1980,1981
2002,3783
2011,2012
2014,4320
2014,4321
2014,4322
2014,4323
2021,10632
2030,2031
2043,2859
2049,2050
2049,2438
2049,4917
2049,10533
2050,2438
2050,4917
2050,10533
2057,2058
2067,2068
2073,2074
2073,2075
2074,2075
2083,3427
2084,3431
2095,2622
2095,6377
2095,6852
2095,6882
2095,8395
2095,9187
2095,9435
2095,9469
2095,9698
2095,10734
2095,10735
2105,7632
2108,2109
2110,2111
2116,2117
2138,2139
2230,4038
2250,6216
2274,6420
2300,2301
2300,2302
2300,8523
2301,2302
2330,2331
2337,2338
2337,4776
2338,4776
2348,7529
2348,7530
2348,7531
2348,7532
2356,6303
2366,7165
2374,3119
2374,10870
2374,11074
2390,5371
2395,2396
2395,4282
2395,4283
2395,6565
2396,4282
2396,4283
2396,6565
2407,2408
2410,2411
2414,10229
2422,2423
2433,8770
2433,8771
2433,8772
2470,2860
2470,7489
2470,9029
2470,10285
2470,11731
2482,2483
2482,6461
2483,6461
2489,8193
2493,2494
2509,3566
2527,5084
2534,7235
2536,7409
2549,6336
2551,2552
2561,11616
2573,11470
2589,2590
2589,2591
2589,2592
2589,2593
2589,6326
2589,10188
2590,2591
2590,2592
2590,2593
2590,6326
2590,10188
2591,2592
2591,2593
2591,6326
2591,10188
2592,2593
2592,6326
2592,10188
2593,6326
2593,10188
2598,5971
2598,8037
2600,8444
2622,6377
2622,6852
2622,6882
2622,8395
2622,9187
2622,9435
2622,9469
2622,9698
2622,10734
2622,10735
2643,4007
2644,11498
2648,2649
2656,7028
2659,2660
2659,2661
2660,2661
2662,2758
2677,2678
2677,2679
2678,2679
2731,4067
2754,2755
2754,2756
2755,2756
2772,2773
2796,2797
2796,2798
2797,2798
2797,6766
2798,6766
2810,2811
2836,4646
2836,4647
2836,4648
2837,2878
2837,3893
2837,3894
2837,3895
2837,3896
2837,3897
2837,3898
2837,3899
2837,3900
2837,3901
2837,3902
2837,3903
2837,3904
2839,5052
2842,2843
2843,3553
2851,2852
2862,2863
2862,7447
2863,7447
2878,3893
2878,3894
2878,3895
2878,3896
2878,3897
2878,3898
2878,3899
2878,3900
2878,3901
2878,3902
2878,3903
2878,3904
2895,2896
2900,2901
2912,7416
2937,6687
2950,2951
2950,8801
2970,7997
2973,2974
2999,7462
3006,3952
3006,11700
3006,11701
3006,11702
3014,3015
3019,3020
3021,3022
3021,3023
3021,3024
3021,3025
3022,3023
3022,3024
3022,3025
3023,3024
3023,3025
3024,3025
3032,8211
3037,3038
3079,3140
3100,3101
3100,3103
3100,3402
3100,6421
3100,6422
3100,6642
3100,6643
3101,3103
3101,6642
3101,6643
3102,3103
3103,3402
3103,6421
3103,6422
3103,6642
3103,6643
3103,11214
3104,6077
3104,10924
3104,10926
3104,10927
3119,10870
3119,11074
3128,3129
3128,3130
3129,3130
3142,3143
3151,9130
3161,4800
3215,3216
3215,3217
3215,4295
3215,4296
3219,3220
3221,4932
3228,3229
3228,3230
3229,3230
3229,5639
3240,3241
3240,9200
3241,9200
3270,8929
3270,8930
3270,10538
3276,7097
3289,5377
3289,10068
3289,10069
3292,3293
3307,8834
3308,5916
3308,11730
3329,4075
3329,4076
3329,4077
3353,8904
3384,5126
3402,6421
3402,6422
3402,6642
3402,6643
3406,3407
3412,7310
3412,9645
3418,3419
3420,4688
3425,8307
3425,11403
3427,4493
3427,5949
3434,6838
3458,3459
3506,3507
3506,9597
3506,9598
3506,9599
3507,9597
3507,9598
3507,9599
3559,3560
3559,3561
3559,9145
3560,3561
3560,9145
3561,9145
3562,11770
3566,3567
3586,3587
3586,3588
3587,3588
3619,6531
3619,6532
3640,10583
3643,3644
3643,3645
3644,3645
3656,3657
3660,3661
3683,3684
3683,3685
3684,3685
3687,3688
3690,7149
3690,9514
3771,11073
3812,3813
3812,3814
3813,3814
3819,3820
3832,3833
3836,3837
3839,3840
3860,3861
3871,3872
3893,3894
3893,3895
3893,3896
3893,3897
3893,3898
3893,3899
3893,3900
3893,3901
3893,3902
3893,3903
3893,3904
3894,3895
3894,3896
3894,3897
3894,3898
3894,3899
3894,3900
3894,3901
3894,3902
3894,3903
3894,3904
3895,3896
3895,3897
3895,3898
3895,3899
3895,3900
3895,3901
3895,3902
3895,3903
3895,3904
3896,3897
3896,3898
3896,3899
3896,3900
3896,3901
3896,3902
3896,3903
3896,3904
3897,3898
3897,3899
3897,3900
3897,3901
3897,3902
3897,3903
3897,3904
3898,3899
3898,3900
3898,3901
3898,3902
3898,3903
3898,3904
3899,3900
3899,3901
3899,3902
3899,3903
3899,3904
3900,3901
3900,3902
3900,3903
3900,3904
3901,3902
3901,3903
3901,3904
3902,3903
3902,3904
3903,3904
3924,7683
3940,9992
3952,11700
3952,11701
3952,11702
3966,11481
3975,8765
3975,8938
3975,10435
4037,11507
4053,4054
4075,4076
4075,4077
4076,4077
4090,4091
4109,10613
4121,4122
4121,4123
4122,4123
4180,9121
4182,9968
4192,6349
4201,11017
4201,11018
4209,9178
4209,9180
4211,5267
4211,9940
4215,11621
4222,4223
4282,4283
4282,6565
4286,4287
4295,4296
4307,8713
4312,4313
4312,5801
4313,5801
4320,4321
4320,4322
4320,4323
4321,4322
4321,4323
4322,4323
4344,4345
4375,4669
4381,4382
4386,4387
4386,4389
4387,4389
4393,4394
4407,4408
4437,6157
4437,7167
4437,7168
4469,4470
4469,4471
4469,4472
4470,4471
4470,4472
4471,4472
4475,4476
4484,9068
4484,9923
4486,9067
4493,10086
4509,4510
4511,4512
4517,8182
4518,4519
4536,8260
4536,9714
4537,4538
4537,4539
4537,4540
4538,4539
4538,4540
4539,4540
4567,4568
4573,8276
4587,4588
4587,4589
4587,4590
4587,4591
4587,4592
4588,4589
4588,4590
4588,4591
4588,4592
4589,4590
4589,4591
4589,4592
4590,4591
4590,4592
4591,4592
4599,4600
4599,4601
4599,4602
4599,4603
4599,4604
4600,4601
4600,4602
4600,4603
4600,4604
4601,4602
4601,4603
4601,4604
4602,4603
4602,4604
4603,4604
4604,4843
4604,7700
4604,8808
4604,8810
4604,8811
4646,4647
4646,4648
4647,4648
4685,4686
4701,7030
4761,4762
4765,4766
4786,7282
4786,8227
4786,10200
4786,10201
4786,10202
4786,10203
4786,10204
4786,10205
4786,10206
4786,10207
4786,10208
4786,10209
4791,4792
4795,6340
4833,8615
4833,8616
4835,4836
4843,6632
4843,7700
4843,8808
4843,8809
4843,8810
4843,8811
4843,10552
4846,8416
4854,4855
4859,8469
4880,4881
4884,6801
4886,8043
4917,10533
4947,5379
4960,4961
4960,4962
4961,4962
4984,4985
4987,5514
5001,6880
5030,5031
5037,5038
5040,5041
5060,8875
5062,5063
5067,5068
5069,5070
5075,5076
5085,10855
5103,5104
5143,5144
5143,5145
5144,5145
5164,11309
5164,11310
5217,5218
5219,5220
5219,5221
5219,5222
5219,5223
5219,5224
5220,5221
5220,5222
5220,5223
5220,5224
5221,5222
5221,5223
5221,11381
5222,5223
5222,5224
5223,5224
5223,11381
5229,5800
5253,10571
5253,10572
5253,10573
5254,5255
5257,9094
5267,9940
5273,5274
5311,5312
5327,5328
5352,10826
5352,10827
5377,10068
5377,10069
5386,10367
5422,6351
5461,5982
5461,11686
5466,8716
5510,5511
5519,6375
5521,5522
5538,5539
5556,5557
5579,5580
5586,5587
5586,5588
5586,5589
5587,5588
5587,5589
5588,5589
5598,5599
5598,5600
5599,5600
5604,5605
5610,5611
5640,8175
5640,8176
5650,8649
5679,5680
5688,8072
5688,8073
5690,5691
5698,9555
5705,5706
5718,5719
5718,5720
5718,5721
5719,5720
5719,5721
5720,5721
5742,5743
5751,5752
5751,5753
5752,5753
5755,6905
5778,5810
5815,8663
5820,5821
5827,5828
5856,9390
5873,6929
5883,5884
5897,8160
5899,6386
5926,11588
5940,5941
5944,5945
5971,8037
5984,6721
5995,5996
6015,6016
6021,6022
6077,10924
6077,10926
6109,6110
6109,6111
6110,6111
6118,10938
6122,8112
6130,6131
6132,6134
6142,7743
6157,7166
6157,7167
6157,7168
6157,7169
6157,9481
6164,7250
6165,11147
6165,11148
6165,11149
6165,11150
6165,11151
6165,11152
6187,6188
6197,7205
6197,7206
6202,6203
6208,6209
6229,6660
6239,6240
6278,6279
6286,6287
6286,6288
6287,6288
6317,9197
6329,6330
6330,11217
6377,6852
6377,6882
6377,8395
6377,9187
6377,9435
6377,9469
6377,9698
6377,10734
6377,10735
6414,6415
6414,8137
6415,8137
6421,6422
6421,6642
6421,6643
6422,6642
6422,6643
6422,11214
6433,6434
6436,6876
6449,6450
6468,9429
6468,9430
6496,6497
6511,6690
6511,7194
6511,7195
6511,7196
6511,7197
6518,9238
6518,9239
6518,9240
6518,9711
6518,11513
6528,6529
6528,6530
6529,6530
6531,6532
6534,6535
6541,10013
6542,7149
6542,9514
6580,10750
6618,6619
6629,6630
6629,6631
6642,6643
6655,6656
6680,6681
6690,7194
6690,7195
6690,7196
6690,7197
6710,6711
6777,7146
6783,6784
6796,9532
6852,6882
6852,8395
6852,9187
6852,9435
6852,9469
6852,9698
6852,10734
6852,10735
6868,11415
6882,8395
6882,9187
6882,9435
6882,9469
6882,9698
6882,10734
6882,10735
6894,6895
6907,7905
6909,11125
6922,9784
6922,9785
6938,6939
6938,6940
6938,6941
6938,6942
6938,6943
6938,6944
6939,6940
6939,6941
6939,6942
6939,6943
6939,6944
6940,6941
6940,6942
6940,6943
6940,6944
6941,6942
6941,6943
6941,6944
6942,6943
6942,6944
6943,6944
6949,6950
6959,7971
6962,11473
6979,6980
7041,7042
7041,7043
7041,7044
7041,7045
7041,7046
7041,7047
7041,7048
7042,7043
7042,7044
7042,7045
7042,7046
7042,7047
7042,7048
7043,7044
7043,7045
7043,7046
7043,7047
7043,7048
7044,7045
7044,7046
7044,7047
7044,7048
7045,7046
7045,7047
7045,7048
7046,7047
7046,7048
7047,7048
7084,7085
7118,7119
7149,9514
7149,9515
7157,11234
7166,7167
7166,7168
7166,7169
7166,9481
7167,7168
7167,7169
7167,9481
7168,7169
7168,8286
7168,9438
7168,9481
7168,10763
7168,10764
7168,10765
7169,9481
7185,7186
7185,7187
7185,7188
7186,7187
7186,7188
7187,7188
7194,7195
7194,7196
7194,7197
7195,7196
7195,7197
7196,7197
7205,7206
7275,7715
7275,9298
7282,8227
7282,10200
7282,10201
7282,10202
7282,10203
7282,10204
7282,10205
7282,10206
7282,10207
7282,10208
7282,10209
7316,7317
7370,7371
7373,9743
7412,7413
7412,7414
7413,7414
7431,10448
7440,8660
7485,9543
7496,7497
7507,7508
7512,7513
7512,7514
7513,7514
7529,7530
7529,7531
7529,7532
7530,7531
7530,7532
7531,7532
7539,7540
7554,7555
7565,7566
7587,9862
7588,7589
7591,7592
7591,9906
7603,7604
7603,7605
7604,7605
7610,8685
7611,9525
7639,8104
7652,7653
7654,10363
7694,10555
7700,8808
7700,8809
7700,8810
7700,8811
7731,10664
7736,10667
7752,7753
7769,10590
7776,7777
7901,7902
7901,7903
7902,7903
7944,7945
8013,8014
8027,8028
8051,9506
8064,8065
8072,8073
8088,8089
8115,8116
8133,8134
8165,8827
8175,8176
8227,10200
8227,10201
8227,10202
8227,10203
8227,10204
8227,10205
8227,10206
8227,10207
8227,10208
8227,10209
8233,8234
8286,9438
8286,10763
8286,10764
8286,10765
8307,11403
8322,8910
8353,8354
8353,8355
8353,8357
8353,8358
8353,8359
8353,8360
8353,8361
8353,8363
8353,8364
8353,9995
8353,9997
8353,11168
8354,8355
8354,8356
8354,8357
8354,8358
8354,8359
8354,8360
8354,8361
8354,8362
8354,8363
8354,8364
8354,9995
8354,9997
8354,9998
8354,11168
8355,8356
8355,8357
8355,8358
8355,8359
8355,8360
8355,8361
8355,8362
8355,8363
8355,8364
8355,9995
8355,9997
8355,9998
8355,11168
8356,8357
8356,8358
8356,8359
8356,8363
8356,8364
8356,9995
8356,9997
8356,11138
8357,8358
8357,8359
8357,8360
8357,8361
8357,8362
8357,8363
8357,8364
8357,9995
8357,9997
8357,11168
8358,8359
8358,8360
8358,8361
8358,8362
8358,8363
8358,8364
8358,9995
8358,9997
8358,9998
8358,11168
8359,8360
8359,8361
8359,8362
8359,8363
8359,8364
8359,9995
8359,9997
8359,11168
8360,8361
8360,8362
8360,8363
8360,8364
8360,9995
8360,9997
8361,8362
8361,8363
8361,8364
8361,9995
8361,9997
8362,8363
8362,8364
8362,9995
8362,9997
8363,8364
8363,9995
8363,9997
8363,11138
8363,11168
8364,9995
8364,9997
8364,9998
8364,11168
8366,8367
8366,8368
8367,8368
8391,8392
8391,8393
8392,8393
8395,9187
8395,9435
8395,9469
8395,9698
8395,10734
8395,10735
8416,9312
8431,8533
8452,9432
8481,9392
8508,9182
8515,11083
8515,11105
8517,8518
8517,8519
8517,9077
8517,9078
8518,8519
8518,9077
8518,9078
8519,9077
8519,9078
8526,8527
8593,8594
8615,8616
8622,8623
8622,8624
8623,8624
8681,8682
8723,8724
8732,8733
