0	58
0	121
1	80
2	8
3	56
4	66
4	146
4	164
5	20
5	56
5	101
6	56
6	171
7	14
7	34
8	2
8	173
9	56
9	106
10	108
11	56
11	94
11	108
12	56
13	13
13	58
14	7
15	15
15	16
15	20
15	22
15	57
15	65
15	92
15	165
15	174
16	15
16	20
16	56
16	59
16	60
16	85
16	123
16	126
16	133
17	29
17	56
18	126
18	139
19	56
20	5
20	15
20	16
20	115
21	36
21	56
21	60
22	15
22	56
22	57
22	74
23	56
23	84
23	127
23	147
24	40
24	56
24	130
25	84
25	167
26	56
27	56
28	80
28	146
29	17
29	56
29	97
29	126
29	162
29	182
30	56
30	146
30	159
31	56
31	84
31	127
32	56
33	56
34	7
34	34
34	42
34	50
34	56
34	66
34	78
34	84
35	56
36	21
36	60
37	56
37	83
38	56
39	56
39	83
39	140
40	24
41	56
41	66
41	84
41	104
41	118
42	34
42	93
43	56
44	56
44	159
45	45
45	108
46	56
46	95
47	56
47	84
47	180
48	74
48	141
49	56
49	114
50	34
50	68
50	150
51	116
52	56
53	56
53	71
54	56
54	125
55	56
55	116
55	127
55	173
56	3
56	5
56	6
56	9
56	11
56	12
56	16
56	17
56	19
56	21
56	22
56	23
56	24
56	26
56	27
56	29
56	30
56	31
56	32
56	33
56	34
56	35
56	37
56	38
56	39
56	41
56	43
56	44
56	46
56	47
56	49
56	52
56	53
56	54
56	55
56	57
56	59
56	61
56	62
56	63
56	64
56	65
56	68
56	69
56	74
56	75
56	77
56	79
56	80
56	81
56	82
56	84
56	85
56	87
56	89
56	90
56	91
56	93
56	94
56	97
56	98
56	103
56	104
56	109
56	110
56	112
56	116
56	117
56	118
56	119
56	124
56	125
56	127
56	128
56	129
56	131
56	132
56	134
56	135
56	136
56	137
56	139
56	142
56	143
56	144
56	146
56	147
56	149
56	150
56	153
56	154
56	155
56	159
56	161
56	165
56	166
56	167
56	169
56	170
56	171
56	172
56	178
56	179
56	181
57	15
57	22
57	56
57	65
57	67
57	110
57	165
57	170
58	0
58	13
58	63
58	81
58	88
58	102
58	119
58	163
59	16
59	56
59	159
60	16
60	21
60	36
61	56
61	84
62	56
62	84
62	127
63	56
63	58
64	56
64	82
64	133
65	15
65	56
65	57
66	4
66	34
66	41
66	73
66	80
66	86
66	95
66	102
66	131
66	151
66	162
66	171
66	180
67	57
67	67
68	50
68	56
69	56
70	147
71	53
72	108
73	66
73	73
73	158
74	22
74	48
74	56
75	56
75	116
76	95
76	116
77	56
78	34
78	146
79	56
79	82
79	99
80	1
80	28
80	56
80	66
80	176
81	56
81	58
82	56
82	64
82	79
82	133
82	144
83	37
83	39
83	140
84	23
84	25
84	31
84	34
84	41
84	47
84	56
84	61
84	62
84	127
84	131
84	147
84	153
84	171
84	173
84	177
84	180
85	16
85	56
85	111
86	66
86	86
87	56
87	116
88	58
88	102
89	56
89	151
90	56
90	90
90	140
91	56
92	15
93	42
93	56
94	11
94	56
94	99
95	46
95	66
95	76
95	95
95	157
96	173
97	29
97	56
98	56
99	79
99	94
99	132
100	131
101	5
102	58
102	66
102	88
102	102
103	56
104	41
104	56
105	144
106	9
107	108
108	10
108	11
108	45
108	72
108	107
109	56
110	56
110	57
111	85
112	56
113	171
113	172
114	49
115	20
116	51
116	55
116	56
116	75
116	76
116	87
116	141
116	160
116	161
117	56
117	146
118	41
118	56
119	56
119	58
120	140
120	156
121	0
122	167
123	16
124	56
125	54
125	56
126	16
126	18
126	29
127	23
127	31
127	55
127	56
127	62
127	84
127	129
127	153
127	171
128	56
129	56
129	127
129	171
130	24
131	56
131	66
131	84
131	100
131	138
131	168
131	173
132	56
132	99
133	16
133	64
133	82
133	178
134	56
134	134
135	56
136	56
137	56
138	131
139	18
139	56
140	39
140	83
140	90
140	120
141	48
141	116
142	56
143	56
144	56
144	82
144	105
145	168
145	173
146	4
146	28
146	30
146	56
146	78
146	117
146	148
146	164
147	23
147	56
147	70
147	84
148	146
148	148
148	159
149	56
150	50
150	56
150	159
151	66
151	89
151	152
152	151
153	56
153	84
153	127
154	56
155	56
156	120
156	156
156	177
157	95
158	73
159	30
159	44
159	56
159	59
159	148
159	150
160	116
161	56
161	116
162	29
162	66
163	58
163	163
164	4
164	146
165	15
165	56
165	57
166	56
167	25
167	56
167	122
167	177
168	131
168	145
169	56
170	56
170	57
171	6
171	56
171	66
171	84
171	113
171	127
171	129
172	56
172	113
173	8
173	55
173	84
173	96
173	131
173	145
173	175
174	15
175	173
175	175
176	80
177	84
177	156
177	167
178	56
178	133
179	56
180	47
180	66
180	84
180	180
181	56
182	29
