44,296,484,485
74,15900,123284,164294
77,173,55907,134620
88,16600,26713,33068
91,92,14814,14815
91,92,14814,15759
91,92,14815,15759
91,14814,14815,15759
92,14814,14815,15759
106,14608,14615,14790
113,127,15946,16093
113,127,15946,56914
113,127,16093,56914
113,15946,16093,56914
127,15946,16093,56914
132,422,16061,106728
132,422,16061,163449
132,422,106728,163449
132,13326,16060,167880
132,16061,106728,163449
135,676,908,9377
174,2874,14872,93359
177,191,16007,164330
177,191,16007,164331
177,191,164330,164331
177,16007,164330,164331
185,14191,27815,162427
190,267,46648,126317
190,267,46648,164103
190,267,126317,164103
190,46648,126317,164103
191,16007,164330,164331
228,15083,15435,57255
229,2716,11102,135499
230,14743,14840,77329
231,174505,177703,177704
248,2338,13107,66597
248,2338,13107,66598
248,2338,13107,157096
248,2338,66597,66598
248,2338,66597,157096
248,2338,66598,157096
248,13107,66597,66598
248,13107,66597,157096
248,13107,66598,157096
248,66597,66598,157096
267,46648,126317,164103
295,7925,133761,160549
296,484,485,15955
296,485,15325,15955
296,485,15325,170329
296,485,15955,170329
296,15325,15955,170329
319,2811,4511,19487
415,38531,107203,167129
422,16061,106728,163449
450,451,452,158964
451,15189,15869,59667
451,15189,15869,158964
451,15189,15869,158965
451,15189,59667,158964
451,15189,59667,158965
451,15189,158964,158965
451,15869,59667,158964
451,15869,59667,158965
451,15869,158964,158965
451,59667,158964,158965
485,15325,15955,170329
514,14908,67039,167234
514,14908,67039,175307
514,14908,167234,175307
514,67039,167234,175307
572,25612,37343,166462
572,25612,37343,210908
572,25612,166462,210908
572,37343,166462,210908
593,17704,42958,49686
593,43090,44189,108701
593,43090,44189,168433
616,8106,61634,208793
657,1819,16196,204831
721,722,730,735
721,723,725,730
721,723,725,735
721,723,730,735
721,724,730,735
721,725,730,735
721,725,730,915
721,725,735,915
721,730,731,735
721,730,735,915
723,725,730,735
725,730,735,915
780,6013,6014,43973
789,38508,38509,39648
807,7238,29618,164315
807,7276,24059,26534
827,17327,119020,139629
884,42376,170680,170681
1062,62413,63423,185886
1144,1147,51954,112268
1144,1147,51954,143338
1144,1147,112268,143338
1144,51954,112268,143338
1147,9921,112268,169301
1147,51954,112268,143338
1203,52558,133851,133853
1258,2029,127322,161464
1258,2029,127322,161465
1258,2029,127322,164250
1258,2029,161464,161465
1258,2029,161464,164250
1258,2029,161465,164250
1258,127322,161464,161465
1258,127322,161464,164250
1258,127322,161465,164250
1258,161464,161465,164250
1294,1354,99055,102247
1399,24906,87271,130235
1486,13566,13567,42477
